date,revenue
2020-01-01,1009.141512392633
2020-01-02,980.5329490498057
2020-01-03,1037.147454556921
2020-01-04,1034.7401975784999
2020-01-05,934.9806882536216
2020-01-06,946.3356961114031
2020-01-07,992.137739857998
2020-01-08,990.5477222296925
2020-01-09,1011.2634375118918
2020-01-10,989.0776008555199
2020-01-11,1032.9401953326483
2020-01-12,1016.880501976105
2020-01-13,987.4170022441091
2020-01-14,1022.1547639720205
2020-01-15,1014.0952802675614
2020-01-16,986.0236983505233
2020-01-17,1025.7664422052023
2020-01-18,977.8267780618935
2020-01-19,1019.9352529524548
2020-01-20,983.9733039876851
2020-01-21,982.8266568566218
2020-01-22,979.6771136678818
2020-01-23,1048.5137123972413
2020-01-24,1010.1030342206633
2020-01-25,993.7784214218701
2020-01-26,983.0527373985898
2020-01-27,1001.4753568838731
2020-01-28,999.3708496939018
2020-01-29,1012.5219783478797
2020-01-30,1024.7971023272569
2020-01-31,1079.023346708841
2020-02-01,994.4708055952249
2020-02-02,978.2844620410905
2020-02-03,961.1278994698363
2020-02-04,1006.9219104402445
2020-02-05,1034.0441687816267
2020-02-06,1008.489048507374
2020-02-07,989.6042243738515
2020-02-08,981.9638196160263
2020-02-09,1013.2045275479777
2020-02-10,1007.873706453376
2020-02-11,1004.7721558121355
2020-02-12,980.2447087813392
2020-02-13,1018.9073119290221
2020-02-14,1018.3444929569494
2020-02-15,1013.2939139886338
2020-02-16,1019.8646072516824
2020-02-17,992.3189477805132
2020-02-18,1008.8799346551364
2020-02-19,1002.2723720846667
2020-02-20,1020.6510541977199
2020-02-21,1033.8175654578836
2020-02-22,963.0535814910933
2020-02-23,984.1666074225176
2020-02-24,971.5349016884888
2020-02-25,969.3811923156792
2020-02-26,992.0257324631995
2020-02-27,1056.8607115740522
2020-02-28,988.93898521193
2020-02-29,1035.8516067245077
2020-03-01,943.3056507647625
2020-03-02,975.6345304176994
2020-03-03,993.4651197161296
2020-03-04,1017.9016699407784
2020-03-05,1033.384269630806
2020-03-06,1038.7493357387252
2020-03-07,996.3765039193103
2020-03-08,979.9561901332996
2020-03-09,1011.4553577549873
2020-03-10,982.878398016531
2020-03-11,962.0794102998624
2020-03-12,978.083855816916
2020-03-13,987.400350102679
2020-03-14,1021.7880784083765
2020-03-15,998.1345159953536
2020-03-16,1006.4656419393057
2020-03-17,975.8349483728834
2020-03-18,1005.1411907323015
2020-03-19,1030.8851840560405
2020-03-20,1005.7385224911202
2020-03-21,1020.6115132134856
2020-03-22,974.0389656812372
2020-03-23,974.8944659203205
2020-03-24,977.2353909430298
2020-03-25,964.5448106323288
2020-03-26,1026.761646660588
2020-03-27,1000.9718484766455
2020-03-28,1007.318079648594
2020-03-29,1008.3541436804142
2020-03-30,999.2170165981711
2020-03-31,1008.6840810321631
2020-04-01,997.5004354647173
2020-04-02,999.4885228756958
2020-04-03,1012.6973723555355
2020-04-04,956.3582230680225
2020-04-05,950.553369740544
2020-04-06,946.1750929466406
2020-04-07,958.840122934935
2020-04-08,1012.4832268017032
2020-04-09,985.0581005762186
2020-04-10,1003.7790420615456
2020-04-11,1045.9901050203453
2020-04-12,983.3138247813938
2020-04-13,1008.0165483712852
2020-04-14,960.7839973626833
2020-04-15,994.3618732639711
2020-04-16,983.7568105897029
2020-04-17,1004.9879264057105
2020-04-18,1032.2575002104852
2020-04-19,942.2171312174662
2020-04-20,998.9587906236484
2020-04-21,995.9595958329479
2020-04-22,982.735501329096
2020-04-23,968.9107366053668
2020-04-24,1017.3578039141435
2020-04-25,991.1984748148493
2020-04-26,1001.0520302538778
2020-04-27,986.616645682976
2020-04-28,1036.915894502607
2020-04-29,993.4143311758091
2020-04-30,981.6225474583644
2020-05-01,1020.6071877314168
2020-05-02,1013.7181566059164
2020-05-03,1034.88237117045
2020-05-04,1011.0494186947101
2020-05-05,999.6036595374646
2020-05-06,1044.5290867365868
2020-05-07,976.699580607335
2020-05-08,996.0713727002349
2020-05-09,979.3559778445978
2020-05-10,982.4474498185637
2020-05-11,944.7304968905834
2020-05-12,1007.9870561674117
2020-05-13,993.9983190870367
2020-05-14,968.2732834019406
2020-05-15,984.8315462465011
2020-05-16,1016.593671510269
2020-05-17,1019.320540950068
2020-05-18,1045.9680080680264
2020-05-19,1076.3834017431993
2020-05-20,1013.1322829982798
2020-05-21,982.7463286360645
2020-05-22,951.372530260788
2020-05-23,1015.2545999570784
2020-05-24,969.823511053927
2020-05-25,973.6403635118821
2020-05-26,970.6396237911852
2020-05-27,996.5112734075085
2020-05-28,1044.4468791606496
2020-05-29,1020.0803757060878
2020-05-30,1002.499210975603
2020-05-31,963.1771313284623
2020-06-01,935.895592976142
2020-06-02,974.4482904907794
2020-06-03,999.1565234754505
2020-06-04,1065.5403696444168
2020-06-05,1019.3121543269139
2020-06-06,1036.7754414174553
2020-06-07,979.3028759570619
2020-06-08,950.6227683247619
2020-06-09,960.1190248960083
2020-06-10,979.0482180639272
2020-06-11,1076.391564210075
2020-06-12,990.7973183059959
2020-06-13,1032.4829321988539
2020-06-14,967.228928570626
2020-06-15,1014.1532717035
2020-06-16,1000.6560567461554
2020-06-17,996.1408630702572
2020-06-18,1011.3495964529574
2020-06-19,995.8302878198456
2020-06-20,1020.7454221312258
2020-06-21,980.7022395030134
2020-06-22,949.4729084042552
2020-06-23,950.8044005333908
2020-06-24,1006.0526375316631
2020-06-25,1059.9802099293331
2020-06-26,1020.3086670899305
2020-06-27,1003.8391063034668
2020-06-28,1002.9615281013129
2020-06-29,1025.4561335684773
2020-06-30,995.7590028038951
